"Gene.Symbol","log2FoldChange","pvalue","padj"
"Rgs2",3.77777551960888,1.52975590897953e-06,0.000101227008008993
"Myof",5.68511874106628,1.53827002086315e-06,0.000101384864363104
"Csad",-2.34250208548681,1.62877686810723e-06,0.000106924030671023
"Gbp8",3.68575339402673,1.67252707735691e-06,0.000109362116366464
"Nckap1l",3.36198538570282,1.68602237759961e-06,0.000109810504695395
"Mmp12",6.17482711479186,1.98754698667164e-06,0.000128941136472584
"E2f7",5.95603767825592,2.04059871009225e-06,0.000131865720551
"Plek",3.92407252800697,2.16234356728315e-06,0.000139189298185078
"Msr1",2.65419971358595,2.19364665081891e-06,0.000139903302184106
"Myo1f",5.55218469163693,2.19392847395007e-06,0.000139903302184106
"C730027H18Rik",-3.07400089614957,2.19880665948543e-06,0.000139903302184106
"Phlda3",5.00250577266262,2.25946721741172e-06,0.00014321213094882
"St3gal2",2.97303666012359,2.27275953169065e-06,0.000143504812720452
"Tpm2",-3.12794811777877,2.35049080506155e-06,0.00014784855280659
"Ptprm",3.15258675393854,2.36584462176056e-06,0.000148250634764337
"Chd3",-1.146308183637,2.38652713895376e-06,0.000148982333810234
"Gm14548",5.95975698798162,2.41452754415957e-06,0.000150163643470044
"Ifit2",2.27711089638759,2.44788101529387e-06,0.000151667773917627
"Armcx4",2.38710280734575,2.49044285206493e-06,0.000153729089931754
"Gm45470",-5.0047656947662,2.55843490259691e-06,0.000157338991054501
"Vipr1",1.79322495978899,2.58981843167239e-06,0.000157542743956728
"Flna",1.61333721757383,2.59013254904288e-06,0.000157542743956728
"Rdh16",-1.42340220879532,2.59031773899717e-06,0.000157542743956728
"Serinc2",-5.68081373596039,2.66493748749333e-06,0.000161365225598767
"Bst2",0.757738254270523,2.67267556151014e-06,0.000161365225598767
"Ptgs1",2.5003512233289,2.69362505448562e-06,0.000162038688277657
"Clec14a",2.12444083777446,2.75528088733468e-06,0.000165147143910064
"Sh3tc1",2.24266832064825,2.80596928391144e-06,0.000167578158352877
"Adgrf5",1.85187917733643,2.83184935066631e-06,0.000168515409381557
"Pip4k2a",2.41381712037136,2.88453674495649e-06,0.000171035452945574
"Hk3",3.11250248240993,2.89529336400142e-06,0.00017106013614527
"Tbc1d24",-1.02141398218064,2.95603961532521e-06,0.00017402762760258
"Selenon",3.86788688802299,2.97298068783335e-06,0.000174404324534848
"Slc9a9",3.27521514797247,3.01186983138313e-06,0.000176061352016152
"Spi1",3.94485197459247,3.03364669203863e-06,0.00017670991981125
"Ugt1a9",1.19225803166713,3.04500604068156e-06,0.000176749245371912
"Mki67",2.59498440525611,3.08884291965539e-06,0.00017866688258692
"Pth1r",3.3342109007821,3.13510622176794e-06,0.000180192457950766
"Hmcn1",2.55300038811569,3.13700222993535e-06,0.000180192457950766
"Hip1",2.17782288374741,3.24337417493042e-06,0.000185657920331744
